IdBundesland,Bundesland,Landkreis,Altersgruppe,Geschlecht,AnzahlFall,AnzahlTodesfall,ObjectId,Meldedatum,IdLandkreis,Datenstand,NeuerFall,NeuerTodesfall
2,Hamburg,SK Hamburg,A15-A34,W,28,0,738318,2020-03-24T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A15-A34,W,23,0,738319,2020-03-25T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A15-A34,W,14,0,738320,2020-03-26T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A15-A34,W,15,0,738321,2020-03-27T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A15-A34,W,15,0,738322,2020-03-28T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A15-A34,W,15,0,738323,2020-03-29T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A15-A34,W,9,0,738324,2020-03-30T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A15-A34,W,17,0,738325,2020-03-31T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A15-A34,W,21,0,738326,2020-04-01T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A15-A34,W,1,0,738327,2020-04-01T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",1,-9
2,Hamburg,SK Hamburg,A15-A34,W,14,0,738328,2020-04-02T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A15-A34,W,3,0,738329,2020-04-02T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",1,-9
2,Hamburg,SK Hamburg,A15-A34,W,1,0,738330,2020-04-03T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A15-A34,W,11,0,738331,2020-04-03T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",1,-9
2,Hamburg,SK Hamburg,A15-A34,W,4,0,738332,2020-04-04T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",1,-9
2,Hamburg,SK Hamburg,A35-A59,M,1,0,738333,2020-03-04T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,M,1,0,738334,2020-03-05T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,M,1,0,738335,2020-03-07T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,M,2,0,738336,2020-03-08T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,M,8,0,738337,2020-03-09T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,M,7,0,738338,2020-03-10T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,M,9,0,738339,2020-03-11T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,M,1,1,738340,2020-03-12T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,0
2,Hamburg,SK Hamburg,A35-A59,M,15,0,738341,2020-03-12T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,M,10,0,738342,2020-03-13T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,M,15,0,738343,2020-03-14T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,M,16,0,738344,2020-03-15T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,M,17,0,738345,2020-03-16T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,M,36,0,738346,2020-03-17T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,M,39,0,738347,2020-03-18T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
